1672396, 5.1654e-06
22720391, 1.4376e-05
32399396, 5.1654e-06
25221555, 6.8657e-06
1667490, 5.1654e-06
5815635, 3.1188e-05
438410, 9.7030e-05
1666727, 5.1654e-06
24066710, 5.1654e-06
1665679, 5.1654e-06
3140575, 5.1654e-06
1664759, 5.7926e-06
1357489, 2.3391e-05
1663906, 5.1654e-06
1656793, 5.1654e-06
1656581, 5.2272e-06
27375080, 5.1654e-06
1652008, 5.1654e-06
18951309, 6.0255e-05
5746808, 5.6794e-06
1291393, 5.1654e-06
2090295, 7.2192e-06
1199212, 7.5005e-05
1651639, 5.1654e-06
453286, 5.1654e-06
1650176, 5.4581e-06
4261971, 4.1337e-05
1404360, 1.7984e-05
12230684, 7.1642e-06
5655106, 5.1654e-06
1649699, 8.8322e-06
1649688, 1.1663e-05
17259004, 3.9102e-05
7560459, 1.0511e-05
185979, 8.4942e-05
1647004, 5.1654e-06
14337255, 9.3647e-06
22694999, 8.8265e-06
29509233, 1.4436e-05
2961105, 8.8242e-06
29167157, 8.3065e-06
68688, 5.1654e-06
1543584, 3.3568e-05
12881847, 6.2089e-06
11591313, 5.1654e-06
14117337, 1.4451e-05
27944487, 9.5560e-06
1643390, 5.1654e-06
2012114, 6.9643e-06
26102082, 5.1654e-06
1642126, 5.1654e-06
11904944, 5.2984e-06
9536939, 8.6043e-06
503201, 5.1654e-06
6279877, 5.1654e-06
12218614, 6.2630e-06
24386506, 7.2878e-06
562474, 9.5557e-06
9388, 5.1654e-06
23515543, 8.7318e-06
1636903, 2.8891e-05
1632533, 5.1654e-06
464907, 5.1654e-06
24155424, 6.0501e-06
25937590, 5.1654e-06
1632174, 2.3685e-05
21573997, 5.1654e-06
1632020, 3.3369e-05
5810892, 1.5199e-05
1632008, 2.1331e-05
525836, 9.2743e-05
3477, 5.1654e-06
1631015, 5.1654e-06
1626482, 5.1654e-06
16621258, 5.1654e-06
23802204, 7.5497e-06
24724014, 1.0428e-05
1622996, 1.1359e-05
17693217, 5.3965e-06
1622271, 5.1654e-06
33025265, 3.2352e-05
1619127, 5.1654e-06
267139, 5.1654e-06
390047, 7.6396e-05
1926397, 5.1654e-06
2494675, 6.7350e-06
2248859, 5.7142e-06
14639963, 5.2300e-06
1616774, 5.1654e-06
1647501, 5.1654e-06
1616198, 5.1654e-06
20236760, 1.1072e-05
49121, 7.5046e-04
19805938, 6.3447e-06
8071457, 5.7465e-06
1004247, 7.7997e-06
7784247, 5.3650e-06
17862703, 5.1654e-06
7736041, 5.3650e-06
4663341, 5.2758e-05
1252644, 3.3148e-05
7337485, 9.2576e-06
3240978, 9.5512e-06
32308720, 1.1172e-05
1612343, 5.1654e-06
383263, 1.2357e-05
1609627, 5.1654e-06
16665857, 5.1654e-06
1609345, 5.1654e-06
1916615, 6.5923e-06
1608417, 5.1654e-06
27572732, 8.4621e-06
8368357, 5.1654e-06
1607622, 5.1654e-06
593631, 9.5560e-06
2990337, 5.1654e-06
1606911, 7.8360e-06
8142342, 7.7400e-06
1605476, 5.6165e-06
2281470, 8.0361e-06
1603778, 7.5939e-06
1603699, 5.1654e-06
1603067, 5.1654e-06
1602346, 5.1654e-06
188904, 1.6932e-04
26429762, 1.2421e-05
1602291, 5.1654e-06
2093923, 5.5031e-06
20982434, 1.1488e-05
2738606, 6.6289e-06
65357, 3.2360e-05
13308694, 5.1654e-06
1599215, 5.1654e-06
93592, 7.0603e-05
1598103, 5.1654e-06
614839, 5.1654e-06
10019803, 1.6254e-05
29869445, 5.1654e-06
1596268, 5.1654e-06
3568381, 1.2516e-05
12202668, 1.3115e-05
22296260, 7.1502e-06
111366, 9.1868e-06
19185, 5.1654e-06
357182, 5.8057e-05
18173166, 6.5271e-06
904592, 5.1654e-06
17545253, 9.6001e-06
307406, 6.3477e-06
553222, 1.3473e-05
23870883, 1.5349e-05
6356493, 6.4574e-06
8217728, 8.7357e-06
1590051, 5.1654e-06
27124188, 5.1654e-06
1587122, 5.6044e-06
1587049, 5.1654e-06
1556322, 6.9644e-06
1802138, 5.1654e-06
1586441, 1.1994e-05
1340625, 5.1654e-06
603177, 5.5256e-05
1585788, 5.1654e-06
694705, 5.9709e-05
1309245, 5.1654e-06
11308584, 8.7607e-06
431226, 1.1580e-05
5992813, 5.1654e-06
1584031, 5.1654e-06
4687458, 1.1677e-05
1582976, 5.1654e-06
2320424, 4.1641e-05
24351683, 5.1654e-06
28008196, 5.6299e-06
23675516, 7.3785e-06
6375787, 1.3133e-05
21677833, 5.1654e-06
1574799, 5.1654e-06
22991518, 5.1654e-06
1574301, 5.4398e-06
1572670, 5.1654e-06
1571086, 5.5313e-06
1202362, 1.2820e-04
4009, 2.0579e-05
1570860, 7.6474e-06
13923114, 1.0029e-05
28948617, 5.1654e-06
1568414, 5.1654e-06
277880, 5.1654e-06
216426, 3.3573e-05
5251931, 6.9598e-06
1565499, 5.1654e-06
12042005, 6.9098e-06
28880401, 5.1654e-06
12262297, 9.3454e-06
739672, 7.2370e-06
1560536, 5.5960e-06
1558507, 6.4943e-06
943967, 5.1654e-06
1557966, 5.1654e-06
3862491, 8.4365e-06
6043977, 6.5837e-06
1556356, 5.1654e-06
23464707, 5.1654e-06
27321273, 6.3493e-06
1555251, 5.1654e-06
7945207, 6.6289e-06
1554656, 5.1654e-06
1523929, 5.4790e-06
